year,stationName,ridership,longitude,latitude
2018,Sun Yat-Sen Memorial Hall,8106153,121.5576889492678,25.04134746745301
2018,Taipei City Hall,22437398,121.5652594540565,25.04117889109046
2018,Yongchun,6932153,121.57587285864736,25.040863616679307
2018,Houshanpi,5914218,121.58200407698276,25.04427855362814
2018,Kunyang,4853818,121.5930201123863,25.050188656620406
2018,Nangang,6286654,121.60763420834738,25.052178378321834
2018,Xiangshan,4300998,121.57066633691176,25.032793324340496
2018,Taipei101/World Trade Center,11661398,121.56349009453884,25.03297947915487
2018,Xinyi Anhe,6239050,121.55323253075672,25.03315004254659
2018,Daan Park,3227288,121.5353080284314,25.03353525107303
2018,Beimen,4286964,121.5102786459113,25.049294237623993
2018,Songjiang Nanjing,12445212,121.53304925954893,25.052024514344147
2018,Taipei Arena,8195442,121.55200315528758,25.05164724218637
2018,Nanjing Sanmin,8142390,121.5643968828404,25.05143632091201
2018,Songshan,8592590,121.57773339237647,25.050001706485414
2018,Fu Jen University,4000586,121.43581241981629,25.032768730074984
2018,Xinzhuang,3916470,121.45231789675648,25.03614790870418
2018,Touqianzhuang,1706680,121.46162455915298,25.03960733108286
2018,Xianse Temple,1553570,121.4721227936169,25.04652687090844
2018,Sanchong,2257210,121.48394655537149,25.05559949906261
2018,Cailiao,3424107,121.49113831824576,25.059648334719515
2018,Taipei Bridge,3490544,121.49986798026123,25.062943649795628
2018,Daqiaotou,4504769,121.51284877945061,25.062922384403873
